Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time.1,Moving Time,Distance.1,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate.1,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort.1,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute.1,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Media
9496978874,"Jul 21, 2023, 6:34:02 PM",Afternoon Walk 🌙,Walk,"Wind 5ms N


Propelled by Windfield.app ↗",15761,1.00,99.0,1.0,False,,HOKA Carbon X (2020),activities/10184780714.fit.gz,,,15761.0,815.0,1002.7,4.149,1.23,4.0,5.0,90.2,102.0,11.7,-0.9,,,55.0,52.0,,88.0,,,88.0,,,1.0,,,,,,,,,,,0.0,,0.0,,1.0,,1689962368.0,1.0,24.8,25.3,15.8,0.57,1008.6,5.9,10.7,324.0,0.0,1689933312.0,1689987200.0,0.125,,5441383.0,0.52,5.0,0.37,25271.0,6.0,,,,,0.0,0.064,18.8,,,,1086.0,,,,,,,,,,,,,,,
11944883726,"Jul 21, 2024, 1:43:39 PM",Afternoon Gravel Ride 🌧,Ride,"Wind 2ms SE


Propelled by Windfield.app ↗",5039,30.35,154.0,27.0,False,,3T Exploro Team EKAR,activities/12735854315.fit.gz,,22.0,5039.0,4549.0,30353.1,16.802,6.672,325.0,377.0,6.2,86.8,17.1,-0.2,,,100.0,80.0,154.0,129.0,,152.0,836.0,,24.0,27.0,710312.0,,,,,,,,180.0,5040.0,0.0,,0.0,,1.0,,1721566848.0,3.0,23.5,24.0,17.9,0.71,1012.2,1.9,5.5,50.0,0.3,1721525760.0,1721589632.0,0.375,8798499.0,,0.46,5.0,0.78,28919.0,3.0,,,,,0.0,6.024,1585.5,,,,,,,75.0,73.0,,,,,,,,,,,
15184679038,"Jul 21, 2025, 6:11:25 AM",Morning Gravel Ride,Ride,,13174,58.56,148.0,38.0,False,,3T Exploro Team EKAR,activities/16215645366.fit.gz,,22.0,13174.0,9707.0,58566.5,16.34,6.033,784.0,786.0,3.4,88.4,17.1,0.0,,,106.0,78.0,148.0,119.0,,134.0,1559.0,,28.0,38.0,1314492.0,,,,,,,,163.0,9977.0,0.0,,0.0,,1.0,,1753077632.0,3.0,21.3,21.4,15.8,0.71,1010.3,2.0,5.0,41.0,0.0,1753061760.0,1753125632.0,0.875,8798499.0,,0.15,5.0,0.8,36265.0,2.0,,,,,0.0,4.446,5484.9,,,,,0.0,,123.0,67.0,,,,,,,,,,,
92907940,"Jul 22, 2012, 11:13:37 AM","22/07/2012 02700 Kauniainen, Finland, Uusimaa, Finland",Run,,199,0.40,110.0,1.0,False,,Salomon S-Lab Sense Ultra (2013),activities/101296256.fit.gz,81.0,,199.0,196.0,403.7,3.6,,0.0,-0.6,30.1,43.0,0.0,0.1,,,,,110.0,105.0,,,46.0,,,1.0,,,,,,,,,,,,,0.0,,,459.0,,,,,,,,,,,,,,,,105607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14119015,"Jul 22, 2012, 11:17:39 AM","22/07/2012 Kauniainen, Finland, Helsinki, Finland, Finland",Run,,1405,5.09,172.0,87.0,,,ASICS GEL DS Racer 8,activities/16285457.tcx.gz,82.0,,1405.0,1405.0,5095.4,5.686,,131.5,121.5,29.5,43.7,22.0,0.2,,,,,172.0,161.0,,,572.0,,,87.0,,,,,,,,,,,,,0.0,,,5675.9,,,,,,,,,,,,,,,,16728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14119012,"Jul 22, 2012, 11:49:11 AM","22/07/2012 Kauniainen, Finland, Helsinki, Finland, Finland",Run,,711,1.81,151.0,14.0,False,,ASICS GEL DS Racer 8,activities/16285455.tcx.gz,82.0,,711.0,711.0,1810.8,3.92,,47.6,63.1,15.0,56.3,11.2,-0.9,,,,,151.0,137.0,,,208.0,,,14.0,,,,,,,,,,,,,0.0,,,2063.7,,,,,,,,,,,,,,,,16728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351616024,"Jul 22, 2015, 2:25:06 PM",22/07/2015 Korpinkierros+,Run,,4129,10.23,156.0,100.0,False,,Salomon S-LAB Sense 3 Ultra (2014),activities/398304169.fit.gz,81.0,,4129.0,4109.0,10234.1,4.4,,184.0,185.8,56.6,105.6,35.6,0.0,,,115.0,77.0,156.0,140.0,,,1072.0,,22.0,100.0,,,,,,,,,,,,,0.0,,,10770.1,,,,,,,,,,,,,,,,455052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649376843,"Jul 22, 2016, 7:48:55 AM",Korpinkierros Poketrail ,Run,,4633,9.05,158.0,54.0,False,,Salomon S-Lab Speed,activities/716080626.fit.gz,81.0,,4633.0,3936.0,9049.6,4.8,,189.0,194.8,56.4,107.0,49.1,-0.1,,,127.0,74.0,158.0,140.0,,,955.0,,22.0,54.0,,,,,,,,,,,,,0.0,,,9600.3,,,,,,,,,,,,,,,,1051648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/D80CD41A-17AC-4B5A-832C-197C3F2F5BE3.jpg
1719899311,"Jul 22, 2018, 10:48:35 AM",Afternoon Run,Run,,3441,6.71,154.0,18.0,False,,Salomon S-Lab Sense 6 (2017) Sense 6 (2017),activities/1845964597.fit.gz,82.5,,3441.0,3044.0,6711.4,4.6,,145.0,137.0,32.4,94.2,49.5,0.1,,,100.0,69.0,154.0,131.0,,,669.0,,28.0,18.0,,,,,,,,,,,,,0.0,,,7554.0,,,,,,,,,,,,,,,,2498816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/31F0C34D-757F-4709-AA27-E59490A2205E.jpg|media/4E14BAC7-A2B2-48E9-A138-196964D87848.jpg|media/EB490E23-5ABA-4F8A-B602-092B55AB701C.jpg|media/FAEDB342-58D0-4D24-BC76-886ECF2C4E08.jpg
1720323480,"Jul 22, 2018, 12:56:59 PM",Afternoon Ride,Ride,,5068,22.09,148.0,25.0,False,,Cannondale Flash Carbon 29'er 3,activities/1846416238.fit.gz,82.5,11.5,5068.0,4965.0,22091.1,15.3,,363.0,413.0,23.6,77.6,37.7,-0.2,,,242.0,66.0,148.0,123.0,,181.0,768.0,,28.0,25.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,142500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7510659605,"Jul 22, 2022, 3:12:16 PM",Lunch Weight Training,Weight Training,,2909,0,140.0,7.0,False,,,activities/8007594280.fit.gz,,,2909.0,2909.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,95.0,,,261.0,,,7.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
7517338353,"Jul 22, 2022, 8:49:25 PM",Afternoon Walk ⛅,Walk,"Few clouds, 32°C, Feels like 32°C, Humidity 38%, Wind 6m/s from W - by Klimat.app",3345,2.91,120.0,4.0,False,,HOKA Carbon X (2020),activities/8015017214.fit.gz,,,3345.0,2367.0,2915.7,3.358,1.232,145.0,121.0,-183.8,133.6,49.7,-0.2,,,84.0,53.0,,88.0,,,229.0,,,4.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,5441383.0,,,,,,,,,,0.0,0.872,623.4,,,,,,,,,,,,,,,,,,,
9502098746,"Jul 22, 2023, 12:55:10 PM",Final countdown 🇨🇦🇨🇦🍁🍁 🌥,Run,"Wind 4ms W


Propelled by Windfield.app ↗
-- myWindsock Report --
Weather Impact: -0.6%
Headwind: 47% @ 2.9-7.2m/s
Longest Headwind: 12m 1s
Air Speed: 9.6km/h
Temp: 21.7-21.9°C
Precip: 0% @ 0 Inch/hr
-- END --",1960,5.02,165.0,12.0,False,,HOKA Carbon X (2020),activities/10190249150.fit.gz,,,1960.0,1810.0,5021.9,7.316,2.775,29.0,18.0,76.4,96.2,25.7,0.2,,,85.0,79.0,,136.0,,330.0,420.0,,,12.0,608775.0,,,,,,,,328.0,1961.0,0.0,,0.0,,1.0,5102.0,1690027264.0,1.0,18.9,19.0,14.5,0.76,1011.7,1.9,4.8,313.0,0.0,1690019840.0,1690073472.0,0.125,,5441383.0,0.0,1.0,0.28,23744.2,1.0,,,,,0.0,2.562,283.4,,,,4856.0,,,,,,,,,,,,,,,media/67B95B73-7F08-44D7-B349-A988114B7A74.jpg
9502098838,"Jul 22, 2023, 2:34:17 PM",Morning Ride 🌥,Ride,"Wind 4ms W


Propelled by Windfield.app ↗　👏 1.44 new kilometers

-- From Wandrer.earth
-- myWindsock Report --
Weather Impact: 10.2%
Headwind: 80% @ 3.5-7.2m/s
Longest Headwind: 6m 23s
Air Speed: 18km/h
Temp: 23.4°C
Precip: 0% @ 0 Inch/hr
-- END --",539,2.01,117.0,1.0,False,,Grand Canyon: ON AL 9.0,activities/10190249544.fit.gz,,22.0,539.0,469.0,2009.4,13.772,4.284,14.0,20.0,74.4,86.2,13.1,-0.2,,,,,,109.0,,204.0,86.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,1690034432.0,1.0,22.6,22.8,15.1,0.63,1011.8,1.6,4.7,287.0,0.0,1690019840.0,1690073472.0,0.125,7142825.0,,0.0,1.0,0.24,26001.9,4.0,,,,,0.0,3.728,0.0,,,,,,,,,,,,,,,,,,,
9502099426,"Jul 22, 2023, 2:47:31 PM",Morning Walk/Citybike,Walk,,4003,5.79,137.0,6.0,False,,HOKA Carbon X (2020),activities/10190250727.fit.gz,,,4003.0,2555.0,5793.8,6.67,2.268,26.0,18.0,74.0,86.2,45.5,0.0,,,115.0,54.0,,105.0,,,304.0,,,6.0,,,,,,,,,,,0.0,,0.0,,1.0,,1690034432.0,1.0,22.6,22.8,15.1,0.63,1011.8,1.6,4.7,287.0,0.0,1690019840.0,1690073472.0,0.125,,5441383.0,0.0,1.0,0.24,26001.9,4.0,,,,,0.0,1.447,0.0,,,,2954.0,,,,,,,,,,,,,,,
11951516325,"Jul 22, 2024, 12:01:37 PM",Afternoon Mountain Bike Ride ☀,Ride,"Wind 1ms NW


Propelled by Windfield.app ↗　

👍 5.26 new kilometers
🏘 Completed 25% of Suur Tapiola
-- From Wandrer.earth",4112,14.57,138.0,8.0,False,,Canyon Lux Trail CF7,activities/12742778132.fit.gz,,13.9,4112.0,2621.0,14570.1,10.626,5.559,122.0,116.0,4.2,34.2,31.8,0.0,,,,,138.0,113.0,,189.0,428.0,,,8.0,,,,,,,,,,,0.0,,0.0,,1.0,,1721649664.0,1.0,23.5,24.2,17.5,0.69,1014.6,3.9,8.4,111.0,0.0,1721612288.0,1721675776.0,0.625,13979802.0,,0.2,5.0,0.14,30959.0,5.0,,,9.8,3.0,0.0,3.543,2306.5,,,,,,,,,,,,,,,,,,,
11952933172,"Jul 22, 2024, 2:14:38 PM",Afternoon Mountain Bike Ride 🌥,Ride,"Wind 4ms W


Propelled by Windfield.app ↗　

2.56 new kilometers

-- From Wandrer.earth",7634,23.88,136.0,14.0,False,,Canyon Lux Trail CF7,activities/12744244233.fit.gz,,13.9,7634.0,5243.0,23881.9,9.222,4.555,184.0,181.0,2.4,24.6,35.1,0.0,,,,,136.0,106.0,,149.0,653.0,,,14.0,,,,,,,,,,,0.0,,0.0,,1.0,,1721656832.0,1.0,23.3,24.1,17.8,0.71,1014.5,4.1,8.4,101.0,0.0,1721612288.0,1721675648.0,0.625,13979802.0,,0.17,5.0,0.01,28308.0,3.0,,,23.0,3.8,0.0,3.128,11465.6,,,,,,,,,,,,,,,,,,,media/AAC94C74-8A5D-4CB8-A104-4AC2C26573DE.jpg|media/F76F1ECA-D25D-4650-93F8-34F8F40C9D9B.jpg
11949871690,"Jul 22, 2024, 7:58:30 AM",Morning Weight Training,Weight Training,,3100,0,109.0,4.0,False,,,activities/12741065567.fit.gz,,,3100.0,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,109.0,79.0,,,198.0,,,4.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,598.0,,,,,,,,
15196097325,"Jul 22, 2025, 9:10:52 AM",Lunch Run,Run,,3964,5.00,144.0,8.0,False,,Inov-8 X-Talon 212 (2013),activities/16228084890.fit.gz,,,3964.0,2921.0,5005.6,3.72,1.714,111.0,122.0,69.4,107.0,49.5,0.0,,,102.0,62.0,144.0,110.0,,242.0,428.0,,,8.0,633574.0,,,,,,,,250.0,3330.0,,,0.0,,1.0,5670.1,1753174784.0,3.0,22.3,21.6,17.4,0.74,1009.7,2.5,6.3,39.0,0.0,1753148288.0,1753211904.0,0.875,,222655.0,0.51,5.0,0.99,30284.0,3.0,,,,,,1.263,4414.6,,,,5872.0,0.0,,96.0,102.0,1.941,,,,,,,,,,media/4F15E17C-F12B-43AE-A4FA-449CD42C0F78.jpg|media/7EAE3511-33E4-4240-9AA2-1CC457796684.jpg
6911420,"Jul 23, 2011, 5:22:33 PM","07/23/2011 Espoo, Finland, Uusimaa, Finland",Run,,2483,6.86,151.0,50.0,,,,activities/8116681.tcx.gz,82.0,,2483.0,2483.0,6864.0,4.508,,106.7,104.8,7.3,46.2,54.4,0.0,,,,,151.0,137.0,,,780.0,,,50.0,,,,,,,,,,,,,0.0,,,7743.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69241850,"Jul 23, 2013, 2:32:42 PM","23/07/2013 Nuuksiosta, Espoo, Finland",Run,,8375,21.84,162.0,294.0,False,,Salomon S-Lab Sense Ultra (2013),activities/75752882.gpx.gz,81.0,,8375.0,7938.0,21844.0,5.1,,660.3,707.5,13.0,102.9,48.5,-0.2,,,,,162.0,150.0,,,2493.0,,25.0,294.0,,,,,,,,,,,,,0.0,,,25052.7,,,,,,,,,,,,,,,,105607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097639323,"Jul 23, 2017, 12:48:23 PM",Afternoon Activity,Kayaking,,1512,1.77,131.0,4.0,,,,activities/1201973162.fit.gz,81.0,,1512.0,1471.0,1778.9,2.0,,0.0,-1.0,13.7,16.0,13.2,0.1,,,51.0,37.0,131.0,111.0,,,,,27.0,4.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097952614,"Jul 23, 2017, 3:32:32 PM",Evening Activity,Kayaking,,1976,1.85,101.0,4.0,,,,activities/1202292676.fit.gz,81.0,,1976.0,1937.0,1852.6,1.6,,2.3,2.0,13.8,16.2,3.2,0.0,,,55.0,34.0,101.0,91.0,,,,,31.0,4.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/A601234B-EAE6-470E-818F-98A4DADE0C17.jpg|media/556D1BA3-0E8D-4192-8FEB-7E83C80C0E59.jpg|media/E22CE59F-0C1A-4239-A8F8-87C20B66D457.jpg|media/35D0DAD5-EF85-4C0B-A08C-45ED1707B547.jpg
1097189497,"Jul 23, 2017, 7:04:45 AM",Morning Run,Run,Toinen puolisko Heikin kanssa hieman kovempaa vauhtia (race pace). ,9078,21.40,164.0,159.0,False,,Salomon S-LAB Sense 3 Ultra (2014),activities/1201513249.fit.gz,81.0,,9078.0,8774.0,21402.0,4.6,,347.0,331.4,78.8,119.2,40.4,0.1,,,128.0,79.0,164.0,147.0,,,2225.0,,23.0,159.0,,,,,,,,,,,,,0.0,,,22357.6,,,,,,,,,,,,,,,,455052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/1D21A603-7685-4045-BCCA-F301E92D093C.jpg|media/58DD24D5-D394-4BBA-9FB9-5D2CAF0A4373.jpg|media/DA81693E-836F-4B67-B9D4-A421910F7C9E.jpg|media/7F4F2000-F997-4C6A-885D-21150696FD79.jpg
1722252213,"Jul 23, 2018, 11:43:40 AM",Afternoon Ride,Ride,,5857,26.08,142.0,17.0,False,,Cannondale Flash Carbon 29'er 3,activities/1848460490.fit.gz,82.5,11.5,5857.0,4920.0,26079.8,14.6,,382.0,338.0,4.4,71.8,35.0,0.2,,,105.0,74.0,142.0,113.0,,204.0,652.0,,29.0,17.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,142500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721593932,"Jul 23, 2018, 4:23:22 AM",Morning Ride,Ride,,931,3.71,120.0,2.0,False,,Cannondale Flash Carbon 29'er 3,activities/1847772217.fit.gz,82.5,11.5,931.0,847.0,3718.4,9.9,,40.0,29.0,15.6,41.0,14.3,0.3,,,95.0,68.0,120.0,100.0,,156.0,111.0,,27.0,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,142500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555418073,"Jul 23, 2019, 5:29:33 AM",Morning Run,Run,,3019,8.61,144.0,30.0,False,,Adidas adiZero adios (2017),activities/2712213455.fit.gz,81.0,,3019.0,3003.0,8615.6,3.4,,56.0,56.0,16.6,47.8,19.6,0.0,,,110.0,82.0,144.0,135.0,,,874.0,,25.0,30.0,,,,,,,,,,,,,,,,8782.1,,,,,,,,,,,,,,,,2414976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3806973204,"Jul 23, 2020, 1:42:10 PM",Porkkalanniemi ⛅,Ride,"Heavy rain on the way there. soaking wet/freezing cold. some sunlight while having a break there.

Mostly Cloudy, 15°C, Feels like 15°C, Humidity 60%, Wind 6m/s from WSW",14669,82.00,155.0,144.0,False,,Canyon Ultimate CF SL 9.0 DI2,activities/4069873874.fit.gz,,11.5,14669.0,11347.0,82005.6,13.9,7.227,741.0,742.0,5.0,56.4,31.1,0.0,,,107.0,79.0,,134.0,,169.0,1929.0,,13.0,144.0,1936893.0,,,,,6.0,,,184.0,11964.0,0.0,299.0,0.0,,1.0,,1595509248.0,2.0,16.4,16.4,7.5,0.56,1003.6,6.5,9.1,274.0,0.0,1595468544.0,1595531776.0,0.11,1934418.0,,0.12,5.0,0.5,16093.0,3.0,341.5,,,,,,,,,,,,,,,,,,,,,,,,,media/D9D0A08B-D84C-45E9-8DC4-7126C91F92CA.jpg|media/71C4E451-3E06-4713-9246-976F99B446CF.jpg|media/565FB524-6802-4C04-BC7B-44CD35AFBF25.jpg
5679344085,"Jul 23, 2021, 7:31:24 AM",Morning Walk ⛅,Walk,"Mostly Cloudy, 19°C, Feels like 19°C, Humidity 54%, Wind 4m/s from NNW",4232,4.17,119.0,6.0,False,,HOKA Carbon X (2020),activities/6041470269.fit.gz,,,4232.0,3265.0,4176.4,2.7,1.279,63.0,53.0,69.2,96.2,26.4,0.2,,,104.0,55.0,,87.0,,,362.0,,23.0,6.0,,,,,,,,,,,,,0.0,,1.0,,1627023616.0,3.0,18.1,18.1,9.8,0.58,1011.3,3.4,5.2,332.0,0.0,1627004544.0,1627067904.0,0.49,,5441383.0,0.0,,0.89,16093.0,2.0,323.5,,,,,0.987,,,,,,,,,,,,,,,,,,,,
11958797030,"Jul 23, 2024, 5:08:27 AM",Morning Walk ☀,Walk,"Wind 6ms NW


Propelled by Windfield.app ↗",1850,2.41,116.0,3.0,False,,HOKA Carbon X (2020),activities/12750315756.fit.gz,,,1850.0,1695.0,2414.6,2.871,1.425,65.0,40.0,0.4,43.8,49.2,1.2,,,67.0,54.0,116.0,94.0,,,183.0,,,3.0,,,,,,,,,,,0.0,,0.0,,1.0,,1721710848.0,1.0,20.0,21.2,17.2,0.84,1014.4,2.8,6.1,102.0,0.0,1721698816.0,1721761920.0,0.625,,5441383.0,0.34,5.0,0.22,20849.0,1.0,,,,,0.0,1.305,890.0,,,,3004.0,,,,,,,,,,,,,,,
11958797039,"Jul 23, 2024, 9:57:27 AM",Lunch Walk ☀,Walk,"Wind 6ms NW


Propelled by Windfield.app ↗",1556,2.14,117.0,3.0,False,,HOKA Carbon X (2020),activities/12750315806.fit.gz,,,1556.0,1556.0,2147.5,2.17,1.38,22.0,15.0,1.2,14.6,42.3,0.4,,,56.0,52.0,117.0,93.0,,,151.0,,,3.0,,,,,,,,,,,0.0,,0.0,,1.0,,1721725184.0,1.0,21.9,22.3,17.9,0.78,1014.2,4.3,7.6,108.0,0.0,1721698816.0,1721761920.0,0.625,,5441383.0,0.28,5.0,0.09,28344.0,5.0,,,,,0.0,1.38,1009.6,,,,2678.0,,,,,,,,,,,,,,,
15210298276,"Jul 23, 2025, 1:00:54 PM",Afternoon Gravel Ride,Ride,,4921,29.63,153.0,20.0,False,,3T Exploro Team EKAR,activities/16243249643.fit.gz,,22.0,4921.0,4848.0,29632.6,17.28,6.112,357.0,424.0,4.2,84.6,16.0,-0.2,,,105.0,75.0,153.0,120.0,,143.0,825.0,,28.0,20.0,701516.0,,,,,,,,177.0,4922.0,,,0.0,,1.0,,1753275648.0,2.0,25.5,25.9,15.8,0.55,1007.8,3.2,6.4,111.0,0.0,1753234816.0,1753298176.0,0.875,8798499.0,,0.0,1.0,0.44,34423.0,4.0,,,,,,6.022,3343.9,,,,,0.0,,71.0,72.0,,,,,,,,,,,
15212044165,"Jul 23, 2025, 3:57:20 PM",Evening Weight Training,Weight Training,,2711,0,120.0,5.0,False,,,activities/16245091133.fit.gz,,,2711.0,2711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,120.0,87.0,,,218.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,196.0,,,,,,,,
6911424,"Jul 24, 2011, 3:28:37 PM","07/24/2011 Espoo, Finland, Uusimaa, Finland",Run,,5257,15.48,160.0,154.0,,,,activities/8116683.tcx.gz,82.0,,5257.0,5257.0,15488.2,6.672,,283.4,281.9,4.9,58.4,63.8,0.0,,,,,160.0,147.0,,,1732.0,,,154.0,,,,,,,,,,,,,0.0,,,17193.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14355355,"Jul 24, 2012, 2:56:53 PM","24/07/2012 Espoo, Uusimaa, Finland",Ride,,10428,76.29,172.0,105.0,False,,Canyon Ultimate CF 8.0,activities/16551284.fit.gz,82.0,8.0,10428.0,10143.0,76291.0,15.564,,652.8,650.0,68.6,135.4,19.1,0.0,,,180.0,81.0,172.0,136.0,,153.0,1731.0,,16.0,105.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,142498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353046849,"Jul 24, 2015, 11:51:26 AM",24/07/2015 Ojakkala ,Ride,,9694,72.37,159.0,94.0,False,,Canyon Ultimate CF SL 9.0 DI2,activities/399791737.fit.gz,81.0,7.1,9694.0,9505.0,72378.0,15.1,,812.0,772.8,6.0,99.2,36.4,0.1,,,112.0,83.0,159.0,136.0,,191.0,2030.0,,16.0,94.0,,,,,,,,,208.0,9695.0,,,0.0,,,,,,,,,,,,,,,,,,1934418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/B2278EBB-9F89-4EC9-BD69-58B8CC923AC7.jpg
652022746,"Jul 24, 2016, 2:29:51 PM",Afternoon Run,Run,,4333,9.04,156.0,46.0,False,,Salomon S-Lab Speed,activities/718926028.fit.gz,81.0,,4333.0,3900.0,9039.8,5.2,,184.0,182.8,62.6,110.8,48.5,0.0,,,127.0,73.0,156.0,138.0,,,956.0,,26.0,46.0,,,,,,,,,,,,,0.0,,,9607.4,,,,,,,,,,,,,,,,1051648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/4C5D4CAC-9EE3-43D8-A948-1C18BE1634B8.jpg
2558835330,"Jul 24, 2019, 10:12:14 AM",Morning Run,Run,,1653,4.01,143.0,11.0,False,,Salomon S-Lab Sense 6 (2017) Sense 6 (2017),activities/2715730356.fit.gz,81.0,,1653.0,1474.0,4013.1,3.8,,50.0,38.0,86.4,122.6,24.5,0.5,,,93.0,80.0,143.0,128.0,,,420.0,,22.0,11.0,,,,,,,,,,,,,,,,4222.2,,,,,,,,,,,,,,,,2498816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/AB365604-EA82-4E72-AEB2-90760B7661FB.jpg|media/54BF1074-AC82-4E8C-A2F8-F46301CF9C19.jpg|media/424CBEB1-BFF8-4056-8E76-88EF3334EAF9.jpg
5679392639,"Jul 24, 2021, 12:28:06 PM",NTRC Season End Run ⛅,Run,"Mostly Cloudy, 24°C, Feels like 24°C, Humidity 34%, Wind 3m/s from W",5491,11.44,160.0,91.0,False,,Inov-8 X-Talon 212 (2013),activities/6041520848.fit.gz,,,5491.0,5276.0,11442.6,4.4,2.169,235.0,229.0,66.4,115.2,48.5,0.1,,,119.0,75.0,,141.0,,,1074.0,,24.0,91.0,,,,,,,,,,,0.0,,0.0,,1.0,12437.9,1627128064.0,2.0,23.7,23.7,7.0,0.34,1015.6,2.7,3.8,259.0,0.0,1627091072.0,1627154048.0,0.52,,222655.0,0.0,,0.55,16093.0,4.0,327.1,,,,,2.084,,,,,,,,,,,,,,,,,,,,media/0508E15B-9536-4527-A991-6A6CB8B5420D.jpg|media/83129CCE-E1E1-4CD6-92A6-B80B89F50816.jpg|media/A638D896-C1AA-47FC-90CF-075AB32B2627.jpg|media/0E819665-AD51-4FD5-9CDD-8B97EDD600DF.jpg|media/C9F5CA8C-4F1E-4B2C-AB5E-179D9255F1F7.jpg
7521189264,"Jul 24, 2022, 1:05:23 PM",Morning Weight Training,Weight Training,,3355,0,136.0,7.0,False,,,activities/8019329698.fit.gz,,,3355.0,3355.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,92.0,,,279.0,,,7.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
7521900161,"Jul 24, 2022, 3:25:55 PM",Lunch Run ⛅,Run,"Overcast clouds, 24°C, Feels like 25°C, Humidity 82%, Wind 0m/s from ESE - by Klimat.app",2249,6.18,156.0,40.0,False,,HOKA Carbon X (2020),activities/8020123490.fit.gz,,,2249.0,2201.0,6182.8,3.74,2.809,39.0,38.0,107.2,138.8,21.2,0.1,,,83.0,78.0,,141.0,,,468.0,,,40.0,,,,,,,,,,,,,0.0,,1.0,6333.4,,,,,,,,,,,,,,,,5441383.0,,,,,,,,,,0.0,2.749,2838.7,,,,,,,,,,,,,,,,,,,
